organization,row_count,logo_file,classification,acronym_needed,display_name,aws_logo_url,search_aliases,logo_filename,vertical,org_type,logo_url
"Bay Meadows Station Investors, LLC",3,Bay_Meadows_Station_Investors_LLC.png,owner,,Bay Meadows Station,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bay_Meadows_Station_Investors_LLC.png,bay meadows station|Bay Meadows Station,,,,
Latin School Of Chicago,3,Latin_School_Of_Chicago.png,owner/occupier,,Latin School of Chicago,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Latin_School_Of_Chicago.png,,,,,
Hickman Mills C-1,3,Hickman_Mills_C_1.png,owner,,Hickman Mills C-1,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hickman_Mills_C_1.png,,,,,
San Mateo Union High School District,3,San_Mateo_Union_High_School_District.png,owner,,San Mateo High Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Mateo_Union_High_School_District.png,san mateo high schools|San Mateo High Schools,,,,
Nokia,0,Nokia.png,tenant,,Nokia,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Nokia.png,,,,,
Marin County,3,Marin_County.png,owner,,Marin County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Marin_County.png,marin,,,,
Lucky,5,Lucky.png,tenant,,Lucky,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lucky.png,,,,,
City Of San Jose,0,City_Of_San_Jose.png,owner,,San Jose City Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Of_San_Jose.png,San Jose|san jose|Silicon Valley|SJ,,,,
San Jose Police Department (SJPD),0,San_Jose_Police_Department_SJPD.png,tenant,,San Jose Police,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/San_Jose_Police_Department_SJPD.png,San Jose Police|san jose police|SJPD,,,,
SAP Labs,3,SAP_Labs.png,tenant,,SAP Labs,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/SAP_Labs.png,,,,,
Unibail-Rodamco-Westfield,8,Unibail_Rodamco_Westfield.png,owner,,Unibail-Rodamco-Westfield,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Unibail_Rodamco_Westfield.png,,,,,
"Recreational Equipment, Inc. (REI)",0,Recreational_Equipment_Inc_REI.png,tenant,,REI,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Recreational_Equipment_Inc_REI.png,rei|REI,,,,
Cypress Elementary (Cypress),3,Cypress_Elementary_Cypress.png,owner,,Cypress Elementary,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cypress_Elementary_Cypress.png,Cypress Elementary|cypress elementary,,,,
City Sports Club,0,City_Sports_Club.png,tenant,,City Sports Club,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/City_Sports_Club.png,,,,,
Cabrillo Unified School District,3,Cabrillo_Unified_School_District.png,owner,,Cabrillo Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Cabrillo_Unified_School_District.png,Cabrillo Schools|cabrillo schools|cabrillo usd,,,,
The Education Corps District,3,The_Education_Corps_District.png,owner,,Education Corps,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Education_Corps_District.png,education corps|Education Corps,,,,
Aspira INC. Of Illinois,3,Aspira_INC_Of_Illinois.png,owner,,Aspira of Illinois,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Aspira_INC_Of_Illinois.png,aspira of illinois|Aspira of Illinois,,,,
Sulphur Springs Union School District,3,Sulphur_Springs_Union_School_District.png,owner,,Sulphur Springs Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sulphur_Springs_Union_School_District.png,sulphur springs schools|Sulphur Springs Schools,,,,
Los Banos Unified School District,3,Los_Banos_Unified_School_District.png,owner,,Los Banos Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Los_Banos_Unified_School_District.png,los banos schools|Los Banos Schools|los banos usd,,,,
Bellevue Union School District,3,Bellevue_Union_School_District.png,owner,,Bellevue Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bellevue_Union_School_District.png,Bellevue Schools|bellevue schools,,,,
Catholic High School Association (New York),3,Catholic_High_School_Association_New_York.png,tenant,,Catholic HS Association,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Catholic_High_School_Association_New_York.png,catholic hs association|Catholic HS Association,,,,
Carlsbad Unified School District,3,Carlsbad_Unified_School_District.png,owner,,Carlsbad Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Carlsbad_Unified_School_District.png,carlsbad schools|Carlsbad Schools|carlsbad usd,,,,
"Milan OFC, LLC",0,Milan_OFC_LLC.png,owner,,Milan OFC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Milan_OFC_LLC.png,Milan OFC|milan ofc,,,,
Kindred Healthcare,3,Kindred_Healthcare.png,tenant,,Kindred Healthcare,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Kindred_Healthcare.png,,,,,
Tpp-Lpw Som Property LLC,3,Tpp_Lpw_Som_Property_LLC.png,owner,,Tpp-Lpw Som Property,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Tpp_Lpw_Som_Property_LLC.png,Tpp-Lpw Som Property|tpp-lpw som property,,,,
Sycamore Academy Of Science And Cultural Arts Chino Vly District,3,Sycamore_Academy_Of_Science_And_Cultural_Arts_Chino_Vly_District.png,owner,,Sycamore Academy,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sycamore_Academy_Of_Science_And_Cultural_Arts_Chino_Vly_District.png,sycamore academy|Sycamore Academy,,,,
Calvary Chapel,3,Calvary_Chapel.png,owner/occupier,,Calvary Chapel,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Calvary_Chapel.png,,,,,
Monterey County,0,Monterey_County.png,tenant,,Monterey County Gov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Monterey_County.png,monterey,,,,
Snowflake,3,Snowflake.png,tenant,,Snowflake,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Snowflake.png,Data Cloud|SNOW|Snowflake,,,,
Windsor Unified School District,3,Windsor_Unified_School_District.png,owner,,Windsor Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Windsor_Unified_School_District.png,windsor schools|Windsor Schools|windsor usd,,,,
Buckingham Browne And Nichols School (Cambridge),3,Buckingham_Browne_And_Nichols_School_Cambridge.png,tenant,,BB&N,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Buckingham_Browne_And_Nichols_School_Cambridge.png,bb&n|BB&N,,,,
Alliance For Progress Cs,3,Alliance_For_Progress_Cs.png,owner,,Alliance for Progress Cs,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Alliance_For_Progress_Cs.png,,,,,
Bnos Zion Of Bobov INC (New York),3,Bnos_Zion_Of_Bobov_INC_New_York.png,tenant,,Bnos Zion of Bobov,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bnos_Zion_Of_Bobov_INC_New_York.png,Bnos Zion of Bobov|bnos zion of bobov,,,,
"Akf3 Valencia, LLC",0,Akf3_Valencia_LLC.png,owner,,Akf3 Valencia,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Akf3_Valencia_LLC.png,Akf3 Valencia|akf3 valencia,,,,
Apple,3,Apple_Inc.png,tenant,,Apple,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Apple_Inc.png,apple|Apple Inc|Apple Inc.,,,,
Gateway International District,3,Gateway_International_District.png,owner,,Gateway International,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Gateway_International_District.png,gateway international|Gateway International,,,,
Domino's,0,Domino_s.png,tenant,,Domino's,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Domino_s.png,,,,,
Forman Mills INC,0,Forman_Mills_INC.png,tenant,,Forman Mills,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Forman_Mills_INC.png,Forman Mills|forman mills,,,,
Wendy's,0,Wendy_s.png,tenant,,Wendy's,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Wendy_s.png,,,,,
"Interpark, INC.",0,Interpark_INC.png,tenant,,Interpark,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Interpark_INC.png,interpark|Interpark,,,,
J.Crew,0,J_Crew.png,tenant,,J.Crew,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/J_Crew.png,,,,,
Budget Car Rental,0,Budget_Car_Rental.png,tenant,,Budget Car Rental,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Budget_Car_Rental.png,,,,,
Brooklyn Stages,0,Brooklyn_Stages.png,tenant,,Brooklyn Stages,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Brooklyn_Stages.png,,,,,
Five Guys,0,Five_Guys.png,tenant,,Five Guys,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Five_Guys.png,,,,,
The Tower Companies,5,The_Tower_Companies.png,owner,,Tower Companies,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/The_Tower_Companies.png,Tower Companies|tower companies,,,,
Orangetheory Fitness,0,Orangetheory_Fitness.png,tenant,,Orangetheory Fitness,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Orangetheory_Fitness.png,,,,,
GameStop,0,GameStop.png,tenant,,GameStop,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/GameStop.png,,,,,
Public Storage,0,Public_Storage.png,tenant,,Public Storage,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Public_Storage.png,,,,,
Sp Plus Corporation,0,Sp_Plus_Corporation.png,tenant,,SP Plus,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Sp_Plus_Corporation.png,SP Plus|sp plus,,,,
Brigham And Women's Hospital,6,Brigham_And_Women_s_Hospital.png,owner/occupier,Brigham And Women's Hospital (BWH),Brigham & Women's,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Brigham_And_Women_s_Hospital.png,Brigham|Brigham & Women's|brigham & women's|Brigham and Women's|BWH,,,,
Peet's Coffee,0,Peet_s_Coffee.png,tenant,,Peet's Coffee,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Peet_s_Coffee.png,,,,,
Chuck E. Cheese,0,Chuck_E_Cheese.png,tenant,,Chuck E. Cheese,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Chuck_E_Cheese.png,,,,,
Hampton Inn,0,Hampton_Inn.png,tenant,,Hampton Inn,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Hampton_Inn.png,,,,,
Wellpower Mental Health Services,0,Wellpower_Mental_Health_Services.png,tenant,,Wellpower Mental Health,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Wellpower_Mental_Health_Services.png,wellpower mental health|Wellpower Mental Health,,,,
Potbelly,0,Potbelly.png,tenant,,Potbelly,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Potbelly.png,,,,,
Norse Realty,0,Norse_Realty.png,tenant,,Norse Realty,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Norse_Realty.png,,,,,
Plaza Investment,0,Plaza_Investment.png,owner,,Plaza Investment,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Plaza_Investment.png,,,,,
Lincoln Center For The Performing Arts,0,Lincoln_Center_For_The_Performing_Arts.png,tenant,,Lincoln Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Lincoln_Center_For_The_Performing_Arts.png,lincoln center|Lincoln Center,,,,
Pret A Manger,0,Pret_A_Manger.png,tenant,,Pret A Manger,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Pret_A_Manger.png,,,,,
Chick-fil-A,0,Chick_fil_A.png,tenant,,Chick-fil-A,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Chick_fil_A.png,,,,,
Los Angeles Department Of Building And Safety,0,Los_Angeles_Department_Of_Building_And_Safety.png,tenant,,LA Building & Safety,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Los_Angeles_Department_Of_Building_And_Safety.png,la building & safety|LA Building & Safety,,,,
Boston Public Schools,0,Boston_Public_Schools.png,owner,,Boston Public Schools,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Boston_Public_Schools.png,boston schools|Boston Schools|BPS,,,,
Grill Kabob,0,Grill_Kabob.png,tenant,,Grill Kabob,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Grill_Kabob.png,,,,,
Yum! Brands,0,Yum_Brands.png,tenant,,Yum! Brands,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Yum_Brands.png,,,,,
D.C. Government,0,D_C_Government.png,tenant,,DC Government,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/D_C_Government.png,DC Government|dc government,,,,
Exchange @ Boulevard One,0,Exchange_Boulevard_One.png,owner,,Exchange @ Boulevard One,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Exchange_Boulevard_One.png,,,,,
"AMC Entertainment Holdings, Inc. (AMC)",0,AMC_Entertainment_Holdings_Inc_AMC.png,tenant,,AMC Theatres,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/AMC_Entertainment_Holdings_Inc_AMC.png,AMC|AMC Entertainment|AMC Theaters|amc theatres|AMC Theatres,,,,
Metropolitan Transportation Authority,0,Metropolitan_Transportation_Authority.png,owner,Metropolitan Transportation Authority (MTA),MTA,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Metropolitan_Transportation_Authority.png,mta|MTA,,,,
ABS Partners Real Estate LLC,27,ABS_Partners_Real_Estate_LLC.png,property manager,,ABS Partners,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/ABS_Partners_Real_Estate_LLC.png,abs partners|ABS Partners,,,,
Himmel + Meringoff Properties LLC,18,Himmel_Meringoff_Properties_LLC.png,property manager,,Himmel + Meringoff,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Himmel_Meringoff_Properties_LLC.png,himmel + meringoff|Himmel + Meringoff,,,,
PGIM,0,PGIM.png,owner/operator,Principal Global Investment Management (PGIM),PGIM Investment,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/PGIM.png,PGIM|PGIM Investment|pgim investment|PIM|Prudential Investment,,,,
Holiday Inn,0,Holiday_Inn.png,tenant_sub_org,,Holiday Inn,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Holiday_Inn.png,,,,,
Eagle Point,3,Eagle_Point.png,owner/occupier,,Eagle Point,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Eagle_Point.png,,,,,
Ivy Park,0,Ivy_Park.png,tenant,,Ivy Park,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Ivy_Park.png,,,,,
Office Depot/Officemax,4,Office_Depot_Officemax.png,tenant,,Office Depot,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Office_Depot_Officemax.png,Office Depot|office depot,,,,
Boston College,23,Boston_College.png,owner/occupier,Boston College (BC),Boston College,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Boston_College.png,BC|Chestnut Hill|Eagles,,,,
Eskaton Village,0,Eskaton_Village.png,tenant,,Eskaton Village,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Eskaton_Village.png,,,,,
Friends Of Crown Heights Educational Center,0,Friends_Of_Crown_Heights_Educational_Center.png,tenant,,Crown Heights Ed Center,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Friends_Of_Crown_Heights_Educational_Center.png,Crown Heights Ed Center|crown heights ed center,,,,
George Washington University,36,George_Washington_University.png,owner,George Washington University (GWU),GW University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/George_Washington_University.png,Colonials|Foggy Bottom|George Washington|george washington|GW|GWU|gwu,,,,
Bowl'd Masala,0,Bowl_d_Masala.png,tenant,,Bowl'd Masala,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bowl_d_Masala.png,,,,,
Quadrangle Management Company,5,Quadrangle_Management_Company.png,owner,,Quadrangle Mgmt,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Quadrangle_Management_Company.png,Quadrangle Management|quadrangle management,,,,
Department Of Homeland Security,0,Department_Of_Homeland_Security.png,tenant,Department Of Homeland Security (DHS),Homeland Security,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Department_Of_Homeland_Security.png,DHS|dhs|Federal|Homeland|Homeland Security|homeland security,,,,
University Of Southern California,29,University_Of_Southern_California.png,owner/occupier,University Of Southern California (USC),USC,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/University_Of_Southern_California.png,So Cal|SoCal|Southern Cal|Southern California|Trojans|U of SC|u of southern|u of southern california|USC|usc,,,,
AT&T,0,AT_T.png,tenant,American Telephone & Telegraph (AT&T),AT&T,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/AT_T.png,American Telephone|AT and T|AT&T|ATT|SBC|Southwestern Bell,,,,
New York-Presbyterian Hospital,4,New_York_Presbyterian_Hospital.png,owner/occupier,New York-Presbyterian Hospital (NYP),NY Presbyterian,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/New_York_Presbyterian_Hospital.png,ny presbyterian|NY Presbyterian,,,,
Boston University,54,Boston_University.png,owner/occupier,Boston University (BU),Boston University,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Boston_University.png,Boston U|bu|BU|Commonwealth Ave|Terriers,,,,
Bayshore Tech Park,0,Bayshore_Tech_Park.png,owner,,Bayshore Tech Park,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Bayshore_Tech_Park.png,,,,,
Massachusetts Institute Of Technology,96,Massachusetts_Institute_Of_Technology.png,owner,Massachusetts Institute Of Technology (MIT),MIT,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Massachusetts_Institute_Of_Technology.png,Mass Tech|Massachusetts Tech|MIT|mit|Tech,,,,
Four Points Hotels,0,Four_Points_Hotels.png,owner,,Four Points Hotels,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Four_Points_Hotels.png,,,,,
Washington University in St. Louis,5,Washington_University_in_St_Louis.png,owner,Washington University in St. Louis (WashU),Wash U St. Louis,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Washington_University_in_St_Louis.png,Bears|Danforth|St Louis|Wash U|wash u st. louis|Wash U St. Louis|WashU|WUSTL,,,,
Prada,0,Prada.png,tenant,,Prada,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Prada.png,,,,,
Dana-Farber Cancer Institute,3,Dana_Farber_Cancer_Institute.png,owner/occupier,Dana-Farber Cancer Institute (DFCI),Dana-Farber,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/Dana_Farber_Cancer_Institute.png,Dana-Farber|dana-farber,,,,
JPMorgan Chase (JPM),24,JPMorgan_Chase.png,tenant,JPMorgan Chase (JPM),JPMorgan Chase,https://nationwide-odcv-images.s3.us-east-2.amazonaws.com/logos/JPMorgan_Chase.png,Chase|J.P. Morgan|JP Morgan|JPM|JPMorgan|JPMorgan Chase|jpmorgan chase,,,,
